,power
,apparent
1640996257,2
1640996258,2
1640996259,2
1640996260,2
1640996261,2
1640996262,2
1640996263,2
1640996264,2
1640996265,2
1640996266,2
1640996267,2
1640996268,2
1640996269,2
1640996270,2
1640996271,2
1640996272,2
1640996273,2
1640996274,2
1640996275,2
1640996276,2
1640996277,2
1640996278,2
1640996279,2
1640996280,2
1640996281,2
1640996282,2
1640996283,2
1640996284,2
1640996285,2
1640996286,2
1640996287,2
1640996288,2
1640996289,2
1640996290,2
1640996291,2
1640996292,2
1640996293,2
1640996294,2
1640996295,2
1640996296,2
1640996297,2
1640996298,2
1640996299,2
1640996300,2
1640996301,2
1640996302,2
1640996303,2
1640996304,2
1640996305,2
1640996306,2
1640996307,2
1640996308,2
1640996309,2
1640996310,2
1640996311,2
1640996312,2
1640996313,2
1640996314,2
1640996315,2
1640996316,2
1640996317,2
1640996318,2
1640996319,2
1640996320,2
1640996321,2
1640996322,2
1640996323,2
1640996324,2
1640996325,2
1640996326,2
1640996327,2
1640996328,2
1640996329,2
1640996330,2
1640996331,2
1640996332,2
1640996333,2
1640996334,2
1640996335,2
1640996336,2
1640996337,2
1640996338,2
1640996339,2
1640996340,2
1640996341,2
1640996342,2
1640996343,2
1640996344,2
1640996345,2
1640996346,2
1640996347,2
1640996348,2
1640996349,2
1640996350,2
1640996351,2
1640996352,2
1640996353,2
1640996354,2
1640996355,2
1640996356,2
1640996357,2
1640996358,2
1640996359,2
1640996360,2
1640996361,2
1640996362,2
1640996363,2
1640996364,2
1640996365,2
1640996366,2
1640996367,2
1640996368,2
1640996369,2
1640996370,2
1640996371,2
1640996372,2
1640996373,2
1640996374,2
1640996375,2
1640996376,2
1640996377,2
1640996378,2
1640996379,2
1640996380,2
1640996381,2
1640996382,2
1640996383,2
1640996384,2
1640996385,2
1640996386,2
1640996387,2
1640996388,2
1640996389,2
1640996390,2
1640996391,2
1640996392,2
1640996393,2
1640996394,2
1640996395,2
1640996396,2
1640996397,2
1640996398,2
1640996399,2
1640996400,2
1640996401,2
1640996402,2
1640996403,2
1640996404,2
1640996405,2
1640996406,2
1640996407,2
1640996408,2
1640996409,2
1640996410,2
1640996411,2
1640996412,2
1640996413,2
1640996414,2
1640996415,2
1640996416,2
1640996417,2
1640996418,2
1640996419,2
1640996420,2
1640996421,2
1640996422,2
1640996423,2
1640996424,2
1640996425,2
1640996426,2
1640996427,2
1640996428,2
1640996429,2
1640996430,2
1640996431,2
1640996432,2
1640996433,2
1640996434,2
1640996435,2
1640996436,2
1640996437,2
1640996438,2
1640996439,2
1640996440,2
1640996441,2
1640996442,2
1640996443,2
1640996444,2
1640996445,2
1640996446,2
1640996447,2
1640996448,2
1640996449,2
1640996450,2
1640996451,2
1640996452,2
1640996453,2
1640996454,2
1640996455,2
1640996456,2
1640996457,2
1640996458,2
1640996459,2
1640996460,2
1640996461,2
1640996462,2
1640996463,2
1640996464,2
1640996465,2
1640996466,2
1640996467,2
1640996468,2
1640996469,2
1640996470,2
1640996471,2
1640996472,2
1640996473,2
1640996474,2
1640996475,2
1640996476,2
1640996477,2
1640996478,2
1640996479,2
1640996480,2
1640996481,2
1640996482,2
1640996483,2
1640996484,2
1640996485,2
1640996486,2
1640996487,2
1640996488,2
1640996489,2
1640996490,2
1640996491,2
1640996492,2
1640996493,2
1640996494,2
1640996495,2
1640996496,2
1640996497,2
1640996498,2
1640996499,2
1640996500,2
1640996501,2
1640996502,2
1640996503,2
1640996504,2
1640996505,2
1640996506,2
1640996507,2
1640996508,2
1640996509,2
1640996510,2
1640996511,2
1640996512,2
1640996513,2
1640996514,2
1640996515,2
1640996516,2
1640996517,2
1640996518,2
1640996519,2
1640996520,2
1640996521,2
1640996522,2
1640996523,2
1640996524,2
1640996525,2
1640996526,2
1640996527,2
1640996528,2
1640996529,2
1640996530,2
1640996531,2
1640996532,2
1640996533,2
1640996534,2
1640996535,2
1640996536,2
1640996537,2
1640996538,2
1640996539,2
1640996540,2
1640996541,2
1640996542,2
1640996543,2
1640996544,2
1640996545,2
1640996546,2
1640996547,2
1640996548,2
1640996549,2
1640996550,2
1640996551,2
1640996552,2
1640996553,2
1640996554,2
1640996555,2
1640996556,2
1640996557,2
1640996558,2
1640996559,2
1640996560,2
1640996561,2
1640996562,2
1640996563,2
1640996564,2
1640996565,2
1640996566,2
1640996567,2
1640996568,2
