timestamp,power
,apparent
1641024000,2
1641024001,2
1641024002,2
1641024003,2
1641024004,2
1641024005,2
1641024006,2
1641024007,2
1641024008,2
1641024009,2
1641024010,2
1641024011,2
1641024012,2
1641024013,2
1641024014,2
1641024015,2
1641024016,2
1641024017,2
1641024018,2
1641024019,2
1641024020,2
1641024021,2
1641024022,2
1641024023,2
1641024024,2
1641024025,2
1641024026,2
1641024027,2
1641024028,2
1641024029,2
1641024030,2
1641024031,2
1641024032,2
1641024033,2
1641024034,2
1641024035,2
1641024036,2
1641024037,2
1641024038,2
1641024039,2
1641024040,2
1641024041,2
1641024042,2
1641024043,2
1641024044,2
1641024045,2
1641024046,2
1641024047,2
1641024048,2
1641024049,2
1641024050,2
1641024051,2
1641024052,2
1641024053,2
1641024054,2
1641024055,2
1641024056,2
1641024057,2
1641024058,2
1641024059,2
1641024060,2
1641024061,2
1641024062,2
1641024063,2
1641024064,2
1641024065,2
1641024066,2
1641024067,2
1641024068,2
1641024069,2
1641024070,2
1641024071,2
1641024072,2
1641024073,2
1641024074,2
1641024075,2
1641024076,2
1641024077,2
1641024078,2
1641024079,2
1641024080,2
1641024081,2
1641024082,2
1641024083,2
1641024084,2
1641024085,2
1641024086,2
1641024087,2
1641024088,2
1641024089,2
1641024090,2
1641024091,2
1641024092,2
1641024093,2
1641024094,2
1641024095,2
1641024096,2
1641024097,2
1641024098,2
1641024099,2
1641024100,2
1641024101,2
1641024102,2
1641024103,2
1641024104,2
1641024105,2
1641024106,2
1641024107,2
1641024108,2
1641024109,2
1641024110,2
1641024111,2
1641024112,2
1641024113,2
1641024114,2
1641024115,2
1641024116,2
1641024117,2
1641024118,2
1641024119,2
1641024120,2
1641024121,2
1641024122,2
1641024123,2
1641024124,2
1641024125,2
1641024126,2
1641024127,2
1641024128,2
1641024129,2
1641024130,2
1641024131,2
1641024132,2
1641024133,2
1641024134,2
1641024135,2
1641024136,2
1641024137,2
1641024138,2
1641024139,2
1641024140,2
1641024141,2
1641024142,2
1641024143,2
1641024144,2
1641024145,2
1641024146,2
1641024147,2
1641024148,2
1641024149,2
1641024150,2
1641024151,2
1641024152,2
1641024153,2
1641024154,2
1641024155,2
1641024156,2
1641024157,2
1641024158,2
1641024159,2
1641024160,2
1641024161,2
1641024162,2
1641024163,2
1641024164,2
1641024165,2
1641024166,2
1641024167,2
1641024168,2
1641024169,2
1641024170,2
1641024171,2
1641024172,2
1641024173,2
1641024174,2
1641024175,2
1641024176,2
1641024177,2
1641024178,2
1641024179,2
1641024180,2
1641024181,2
1641024182,2
1641024183,2
1641024184,2
1641024185,2
1641024186,2
1641024187,2
1641024188,2
1641024189,2
1641024190,2
1641024191,2
1641024192,2
1641024193,2
1641024194,2
1641024195,2
1641024196,2
1641024197,2
1641024198,2
1641024199,2
1641024200,2
1641024201,2
1641024202,2
1641024203,2
1641024204,2
1641024205,2
1641024206,2
1641024207,2
1641024208,2
1641024209,2
1641024210,2
1641024211,2
1641024212,2
1641024213,2
1641024214,2
1641024215,2
1641024216,2
1641024217,2
1641024218,2
1641024219,2
1641024220,2
1641024221,2
1641024222,2
1641024223,2
1641024224,2
1641024225,2
1641024226,2
1641024227,2
1641024228,2
1641024229,2
1641024230,2
1641024231,2
1641024232,2
1641024233,2
1641024234,2
1641024235,2
1641024236,2
1641024237,2
1641024238,2
1641024239,2
1641024240,2
1641024241,2
1641024242,2
1641024243,2
1641024244,2
1641024245,2
1641024246,2
1641024247,2
1641024248,2
1641024249,2
1641024250,2
1641024251,2
1641024252,2
1641024253,2
1641024254,2
1641024255,2
1641024256,2
1641024257,2
1641024258,2
1641024259,2
1641024260,2
1641024261,2
1641024262,2
1641024263,2
1641024264,2
1641024265,2
1641024266,2
1641024267,2
1641024268,2
1641024269,2
1641024270,2
1641024271,2
1641024272,2
1641024273,2
1641024274,2
1641024275,2
1641024276,2
1641024277,2
1641024278,2
1641024279,2
1641024280,2
1641024281,2
1641024282,2
1641024283,2
1641024284,2
1641024285,2
1641024286,2
1641024287,2
1641024288,2
1641024289,2
1641024290,2
1641024291,2
1641024292,2
1641024293,2
1641024294,2
1641024295,2
1641024296,2
1641024297,2
1641024298,2
1641024299,2
1641024300,2
1641024301,2
1641024302,2
1641024303,2
1641024304,2
1641024305,2
1641024306,2
1641024307,2
1641024308,2
1641024309,2
1641024310,2
1641024311,2
1641024312,2
1641024313,2
1641024314,2
1641024315,2
1641024316,2
1641024317,2
1641024318,2
1641024319,2
1641024320,2
1641024321,2
1641024322,2
1641024323,2
1641024324,2
1641024325,2
1641024326,2
1641024327,2
1641024328,2
1641024329,2
1641024330,2
1641024331,2
1641024332,2
1641024333,2
1641024334,2
1641024335,2
1641024336,2
1641024337,2
1641024338,2
1641024339,2
1641024340,2
1641024341,2
1641024342,2
1641024343,2
1641024344,2
1641024345,2
1641024346,2
1641024347,2
1641024348,2
1641024349,2
1641024350,2
1641024351,2
1641024352,2
1641024353,2
1641024354,2
1641024355,2
1641024356,2
1641024357,2
1641024358,2
1641024359,2
1641024360,2
1641024361,2
1641024362,2
1641024363,2
1641024364,2
1641024365,2
1641024366,2
1641024367,2
1641024368,2
1641024369,2
1641024370,2
1641024371,2
1641024372,2
1641024373,2
1641024374,2
1641024375,2
1641024376,2
1641024377,2
1641024378,2
1641024379,2
1641024380,2
1641024381,2
1641024382,2
1641024383,2
1641024384,2
1641024385,2
1641024386,2
1641024387,2
1641024388,2
1641024389,2
1641024390,2
1641024391,2
1641024392,2
1641024393,2
1641024394,2
1641024395,2
1641024396,2
1641024397,2
1641024398,2
1641024399,2
1641024400,2
1641024401,2
1641024402,2
1641024403,2
1641024404,2
1641024405,2
1641024406,2
1641024407,2
1641024408,2
1641024409,2
1641024410,2
1641024411,2
1641024412,2
1641024413,2
1641024414,2
1641024415,2
1641024416,2
1641024417,2
1641024418,2
1641024419,2
1641024420,2
1641024421,2
1641024422,2
1641024423,2
1641024424,2
1641024425,2
1641024426,2
1641024427,2
1641024428,2
1641024429,2
1641024430,2
1641024431,2
1641024432,2
1641024433,2
1641024434,2
1641024435,2
1641024436,2
1641024437,2
1641024438,2
1641024439,2
1641024440,2
1641024441,2
1641024442,2
1641024443,2
1641024444,2
1641024445,2
1641024446,2
1641024447,2
1641024448,2
1641024449,2
1641024450,2
1641024451,2
1641024452,2
1641024453,2
1641024454,2
1641024455,2
1641024456,2
1641024457,2
1641024458,2
1641024459,2
1641024460,2
1641024461,2
1641024462,2
1641024463,2
1641024464,2
1641024465,2
1641024466,2
1641024467,2
1641024468,2
1641024469,2
1641024470,2
1641024471,2
1641024472,2
1641024473,2
1641024474,2
1641024475,2
1641024476,2
1641024477,2
1641024478,2
1641024479,2
1641024480,2
1641024481,2
1641024482,2
1641024483,2
1641024484,2
1641024485,2
1641024486,2
1641024487,2
1641024488,2
1641024489,2
1641024490,2
1641024491,2
1641024492,2
1641024493,2
1641024494,2
1641024495,2
1641024496,2
1641024497,2
1641024498,2
1641024499,2
1641024500,2
1641024501,2
1641024502,2
1641024503,2
1641024504,2
1641024505,2
1641024506,2
1641024507,2
1641024508,2
1641024509,2
1641024510,2
1641024511,2
1641024512,2
1641024513,2
1641024514,2
1641024515,2
1641024516,2
1641024517,2
1641024518,2
1641024519,2
1641024520,2
1641024521,2
1641024522,2
1641024523,2
1641024524,2
1641024525,2
1641024526,2
1641024527,2
1641024528,2
1641024529,2
1641024530,2
1641024531,2
1641024532,2
1641024533,2
1641024534,2
1641024535,2
1641024536,2
1641024537,2
1641024538,2
1641024539,2
1641024540,2
1641024541,2
1641024542,2
1641024543,2
1641024544,2
1641024545,2
1641024546,2
1641024547,2
1641024548,2
1641024549,2
1641024550,2
1641024551,2
1641024552,2
1641024553,2
1641024554,2
1641024555,2
1641024556,2
1641024557,2
1641024558,2
1641024559,2
1641024560,2
1641024561,2
1641024562,2
1641024563,2
1641024564,2
1641024565,2
1641024566,2
1641024567,2
1641024568,2
1641024569,2
1641024570,2
1641024571,2
1641024572,2
1641024573,2
1641024574,2
1641024575,2
1641024576,2
1641024577,2
1641024578,2
1641024579,2
1641024580,2
1641024581,2
1641024582,2
1641024583,2
1641024584,2
1641024585,2
1641024586,2
1641024587,2
1641024588,2
1641024589,2
1641024590,2
1641024591,2
1641024592,2
1641024593,2
1641024594,2
1641024595,2
1641024596,2
1641024597,2
1641024598,2
1641024599,2
1641024600,2
1641024601,2
1641024602,2
1641024603,2
1641024604,2
1641024605,2
1641024606,2
1641024607,2
1641024608,2
1641024609,2
1641024610,2
1641024611,2
1641024612,2
1641024613,2
1641024614,2
1641024615,2
1641024616,2
1641024617,2
1641024618,2
1641024619,2
1641024620,2
1641024621,2
1641024622,2
1641024623,2
1641024624,2
1641024625,2
1641024626,2
1641024627,2
1641024628,2
1641024629,2
1641024630,2
1641024631,2
1641024632,2
1641024633,2
1641024634,2
1641024635,2
1641024636,2
1641024637,2
1641024638,2
1641024639,2
1641024640,2
1641024641,2
1641024642,2
1641024643,2
1641024644,2
1641024645,2
1641024646,2
1641024647,2
1641024648,2
1641024649,2
1641024650,2
1641024651,2
1641024652,2
1641024653,2
1641024654,2
1641024655,2
1641024656,2
1641024657,2
1641024658,2
1641024659,2
1641024660,2
1641024661,2
1641024662,2
1641024663,2
1641024664,2
1641024665,2
1641024666,2
1641024667,2
1641024668,2
1641024669,2
1641024670,2
1641024671,2
1641024672,2
1641024673,2
1641024674,2
1641024675,2
1641024676,2
1641024677,2
1641024678,2
1641024679,2
1641024680,2
1641024681,2
1641024682,2
1641024683,2
1641024684,2
1641024685,2
1641024686,2
1641024687,2
1641024688,2
1641024689,2
1641024690,2
1641024691,2
1641024692,2
1641024693,2
1641024694,2
1641024695,2
1641024696,2
1641024697,2
1641024698,2
1641024699,2
1641024700,2
1641024701,2
1641024702,2
1641024703,2
1641024704,2
1641024705,2
1641024706,2
1641024707,2
1641024708,2
1641024709,2
1641024710,2
1641024711,2
1641024712,2
1641024713,2
1641024714,2
1641024715,2
1641024716,2
1641024717,2
1641024718,2
1641024719,2
1641024720,2
1641024721,2
1641024722,2
1641024723,2
1641024724,2
1641024725,2
1641024726,2
1641024727,2
1641024728,2
1641024729,2
1641024730,2
1641024731,2
1641024732,2
1641024733,2
1641024734,2
1641024735,2
1641024736,2
1641024737,2
1641024738,2
1641024739,2
1641024740,2
1641024741,2
1641024742,2
1641024743,2
1641024744,2
1641024745,2
1641024746,2
1641024747,2
1641024748,2
1641024749,2
1641024750,2
1641024751,2
1641024752,2
1641024753,2
1641024754,2
1641024755,2
1641024756,2
1641024757,2
1641024758,2
1641024759,2
1641024760,2
1641024761,2
1641024762,2
1641024763,2
1641024764,2
1641024765,2
1641024766,2
1641024767,2
1641024768,2
1641024769,2
1641024770,2
1641024771,2
1641024772,2
1641024773,2
1641024774,2
1641024775,2
1641024776,2
1641024777,2
1641024778,2
1641024779,2
1641024780,2
1641024781,2
1641024782,2
1641024783,2
1641024784,2
1641024785,2
1641024786,2
1641024787,2
1641024788,2
1641024789,2
1641024790,2
1641024791,2
1641024792,2
1641024793,2
1641024794,2
1641024795,2
1641024796,2
1641024797,2
1641024798,2
1641024799,2
1641024800,2
1641024801,2
1641024802,2
1641024803,2
1641024804,2
1641024805,2
1641024806,2
1641024807,2
1641024808,2
1641024809,2
1641024810,2
1641024811,2
1641024812,2
1641024813,2
1641024814,2
1641024815,2
1641024816,2
1641024817,2
1641024818,2
1641024819,2
1641024820,2
1641024821,2
1641024822,2
1641024823,2
1641024824,2
1641024825,2
1641024826,2
1641024827,2
1641024828,2
1641024829,2
1641024830,2
1641024831,2
1641024832,2
1641024833,2
1641024834,2
1641024835,2
1641024836,2
1641024837,2
1641024838,2
1641024839,2
1641024840,2
1641024841,2
1641024842,2
1641024843,2
1641024844,2
1641024845,2
1641024846,2
1641024847,2
1641024848,2
1641024849,2
1641024850,2
1641024851,2
1641024852,2
1641024853,2
1641024854,2
1641024855,2
1641024856,2
1641024857,2
1641024858,2
1641024859,2
1641024860,2
1641024861,2
1641024862,2
1641024863,2
1641024864,2
1641024865,2
1641024866,2
1641024867,2
1641024868,2
1641024869,2
1641024870,2
1641024871,2
1641024872,2
1641024873,2
1641024874,2
1641024875,2
1641024876,2
1641024877,2
1641024878,2
1641024879,2
1641024880,2
1641024881,2
1641024882,2
1641024883,2
1641024884,2
1641024885,2
1641024886,2
1641024887,2
1641024888,2
1641024889,2
1641024890,2
1641024891,2
1641024892,2
1641024893,2
1641024894,2
1641024895,2
1641024896,2
1641024897,2
1641024898,2
1641024899,2
1641024900,2
1641024901,2
1641024902,2
1641024903,2
1641024904,2
1641024905,2
1641024906,2
1641024907,2
1641024908,2
1641024909,2
1641024910,2
1641024911,2
1641024912,2
1641024913,2
1641024914,2
1641024915,2
1641024916,2
1641024917,2
1641024918,2
1641024919,2
1641024920,2
1641024921,2
1641024922,2
1641024923,2
1641024924,2
1641024925,2
1641024926,2
1641024927,2
1641024928,2
1641024929,2
1641024930,2
1641024931,2
1641024932,2
1641024933,2
1641024934,2
1641024935,2
1641024936,2
1641024937,2
1641024938,2
1641024939,2
1641024940,2
1641024941,2
1641024942,2
1641024943,2
1641024944,2
1641024945,2
1641024946,2
1641024947,2
1641024948,2
1641024949,2
1641024950,2
1641024951,2
1641024952,2
1641024953,2
1641024954,2
1641024955,2
1641024956,2
1641024957,2
1641024958,2
1641024959,2
1641024960,2
1641024961,2
1641024962,2
1641024963,2
1641024964,2
1641024965,2
1641024966,2
1641024967,2
1641024968,2
1641024969,2
1641024970,2
1641024971,2
1641024972,2
1641024973,2
1641024974,2
1641024975,2
1641024976,2
1641024977,2
1641024978,2
1641024979,2
1641024980,2
1641024981,2
1641024982,2
1641024983,2
1641024984,2
1641024985,2
1641024986,2
1641024987,2
1641024988,2
1641024989,2
1641024990,2
1641024991,2
1641024992,2
1641024993,2
1641024994,2
1641024995,2
1641024996,2
1641024997,2
1641024998,2
1641024999,2
1641025000,2
1641025001,2
1641025002,2
1641025003,2
1641025004,2
1641025005,2
1641025006,2
1641025007,2
1641025008,2
