,power
,apparent
1641025389,23.0
1641025390,23.0
1641025391,23.0
1641025392,23.0
1641025393,23.0
1641025394,23.0
1641025395,23.0
1641025396,23.0
1641025397,23.0
1641025398,23.0
1641025399,23.0
1641025400,23.0
1641025401,23.0
1641025402,23.0
1641025403,23.0
1641025404,23.0
1641025405,23.0
1641025406,23.0
1641025407,23.0
1641025408,23.0
1641025409,23.0
1641025410,23.0
1641025411,23.0
1641025412,23.0
1641025413,23.0
1641025414,23.0
1641025415,23.0
1641025416,23.0
1641025417,23.0
1641025418,23.0
1641025419,23.0
1641025420,23.0
1641025421,23.0
1641025422,23.0
1641025423,23.0
1641025424,23.0
1641025425,23.0
1641025426,23.0
1641025427,23.0
1641025428,23.0
1641025429,23.0
1641025430,23.0
1641025431,23.0
1641025432,23.0
1641025433,23.0
1641025434,23.0
1641025435,23.0
1641025436,23.0
1641025437,23.0
1641025438,23.0
1641025439,23.0
1641025440,24.0
1641025441,24.0
1641025442,24.0
1641025443,24.0
1641025444,24.0
1641025445,24.0
1641025446,24.0
1641025447,24.0
1641025448,24.0
1641025449,24.0
1641025450,24.0
1641025451,24.0
1641025452,24.0
1641025453,24.0
1641025454,24.0
1641025455,24.0
1641025456,24.0
1641025457,24.0
1641025458,24.0
1641025459,24.0
1641025460,24.0
1641025461,24.0
1641025462,24.0
1641025463,24.0
1641025464,24.0
1641025465,24.0
1641025466,24.0
1641025467,24.0
1641025468,24.0
1641025469,24.0
1641025470,31.0
1641025471,31.0
1641025472,31.0
1641025473,31.0
1641025474,31.0
1641025475,31.0
1641025476,31.0
1641025477,31.0
1641025478,31.0
1641025479,31.0
1641025480,31.0
1641025481,31.0
1641025482,31.0
1641025483,31.0
1641025484,31.0
1641025485,31.0
1641025486,31.0
1641025487,31.0
1641025488,31.0
1641025489,31.0
1641025490,31.0
1641025491,31.0
1641025492,31.0
1641025493,31.0
1641025494,31.0
1641025495,50.0
1641025496,50.0
1641025497,50.0
1641025498,50.0
1641025499,50.0
1641025500,46.0
1641025501,46.0
1641025502,46.0
1641025503,46.0
1641025504,46.0
1641025505,47.0
1641025506,47.0
1641025507,47.0
1641025508,47.0
1641025509,47.0
1641025510,45.0
1641025511,45.0
1641025512,45.0
1641025513,45.0
1641025514,45.0
1641025515,45.0
1641025516,45.0
1641025517,45.0
1641025518,45.0
1641025519,45.0
1641025520,45.0
1641025521,45.0
1641025522,45.0
1641025523,45.0
1641025524,45.0
1641025525,47.0
1641025526,47.0
1641025527,47.0
1641025528,47.0
1641025529,47.0
1641025530,46.0
1641025531,46.0
1641025532,46.0
1641025533,46.0
1641025534,46.0
1641025535,46.0
1641025536,46.0
1641025537,46.0
1641025538,46.0
1641025539,46.0
1641025540,44.0
1641025541,44.0
1641025542,44.0
1641025543,44.0
1641025544,44.0
1641025545,27.0
1641025546,27.0
1641025547,27.0
1641025548,27.0
1641025549,27.0
